date,stock,symbol,sentence,traded,reason
2026-04-21,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-22,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-23,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-04-24,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-27,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-28,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-06,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-07,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-08,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-11,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-12,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-13,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-14,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-15,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-18,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-19,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-20,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-21,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-22,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-25,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-26,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-27,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-29,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-01,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-02,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-06-03,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-04,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-05,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-08,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-06-09,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-10,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-11,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-12,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-15,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-16,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-06-17,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-18,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-19,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-06-22,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-23,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-24,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-25,2674433,UNITDSPR,"UNITDSPR, daily: when its EMA trend is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-11,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-08-12,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-13,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-14,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-17,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-18,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-19,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-20,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-21,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-24,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-25,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-26,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-27,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-28,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-08-31,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-01,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-02,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-03,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-04,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-07,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-08,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-09,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-10,1510401,AXISBANK,"AXISBANK, daily: when its EMA trend is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-03-27,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-03-30,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-01,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-02,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-06,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-07,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-08,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-09,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-10,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-13,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-15,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-16,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-17,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-20,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-21,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-22,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-23,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-24,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-27,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-28,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-29,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-04-30,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-04,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-05,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-06,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-07,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-08,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-11,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-12,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-21,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-22,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-25,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-26,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-27,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-29,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-01,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-02,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-03,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-04,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-05,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-08,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-09,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-10,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-11,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-12,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-15,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-16,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-17,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-18,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-19,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-22,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-23,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-24,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-25,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-29,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-06-30,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-01,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-02,2674433,UNITDSPR,"UNITDSPR, daily: when its moving average is in its lowest 20% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-04,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-08-05,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-11,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-08-13,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-14,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-17,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-18,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-19,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-20,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-21,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-24,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-25,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-26,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-27,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-28,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-31,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-01,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-02,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-03,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-04,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-09-07,3663105,INDIANB,"INDIANB, daily: when volatility (ATR) is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-08,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-11,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-12,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-13,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-14,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-15,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-18,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-21,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-26,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-05-27,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-05-29,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-06-01,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-21,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-22,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-23,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-24,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-27,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-07-28,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-29,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-30,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-07-31,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-03,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-04,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-05,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-06,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-07,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-10,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",False,stock already has a position
2026-08-11,1215745,CONCOR,"CONCOR, daily: when its moving average is in its low 20–40% → it tends to go UP over the next 20 days.",True,three lights green -> paper order
2026-01-09,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-01-12,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-13,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-14,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-01-16,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-19,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-20,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",True,three lights green -> paper order
2026-01-21,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
2026-01-22,5013761,BSE,"BSE, daily: when return volatility is in its lowest 20% → it tends to go DOWN over the next 20 days.",False,stock already has a position
